DEVICETYPENAME,IMAGES,TTI,FREQ
Desktop,541,5072.000,121316
Desktop,312,4813.000,121293
Desktop,553,5953.500,121182
Tablet,480,7876.000,120773
Desktop,347,4991.000,120570
Mobile,511,4039.000,120404
Desktop,358,4788.000,120167
Desktop,323,4703.000,120047
Mobile,361,3103.000,119847
Mobile,493,4195.000,119819
Desktop,523,6136.500,119626
Tablet,129,5925.000,119474
Mobile,554,3786.000,119371
Tablet,463,10149.000,119350
Desktop,352,5340.000,119199
Desktop,371,4879.000,119156
Desktop,359,4817.000,119116
Mobile,223,4203.000,118958
Tablet,130,5363.000,118899
Desktop,400,4979.000,118739
Desktop,294,4426.000,118688
Tablet,466,9000.000,118668
Desktop,395,4433.000,118625
Desktop,538,4724.000,118625
Desktop,348,4991.000,118368
Desktop,353,5011.000,118346
Desktop,362,4836.000,118013
Tablet,469,9240.000,117993
Desktop,300,4643.000,117968
Desktop,361,4915.000,117851
Desktop,344,5156.000,117841
Mobile,494,5048.000,117779
Desktop,388,4723.000,117396
Mobile,579,6553.000,117241
Desktop,414,4403.000,117158
Desktop,576,4941.000,117059
Desktop,314,4973.000,117012
Tablet,468,9274.000,116459
Desktop,313,4864.000,116095
Desktop,394,4285.000,115986
Tablet,464,9888.000,115749
Tablet,467,9728.000,115458
Desktop,399,4790.000,115400
Tablet,475,8826.000,115346
Tablet,486,7283.000,115226
Tablet,472,9843.500,115070
Tablet,490,7120.000,115044
Desktop,418,4564.000,114924
Tablet,501,6019.000,114841
Mobile,278,4429.000,114817
Mobile,397,3392.000,114712
Mobile,297,4839.000,114437
Tablet,127,5753.000,114238
Desktop,360,4770.000,113831
Tablet,482,8599.000,113751
Tablet,491,7273.000,113523
Desktop,424,5253.000,113492
Desktop,554,5741.000,113113
Tablet,479,8795.000,112786
Tablet,476,9154.000,112452
Desktop,351,5361.000,112299
Tablet,477,9218.000,112298
Tablet,471,9801.000,112039
Desktop,536,4440.000,112025
Mobile,295,4360.000,111954
Desktop,401,4372.000,111845
Desktop,535,4907.000,111620
Tablet,462,9375.000,111619
Tablet,473,9535.000,111477
Tablet,461,10228.000,110877
Tablet,470,10274.000,110876
Desktop,369,4805.000,110820
Desktop,389,4370.000,109752
Mobile,304,4416.000,109645
Desktop,398,4525.000,109590
Desktop,354,5288.000,109429
Tablet,454,7037.000,109418
Desktop,317,4719.000,109095
Desktop,577,4487.000,108847
Desktop,379,5020.000,108595
Desktop,296,4322.000,108543
Desktop,386,4963.000,108265
Desktop,365,4584.000,108248
Desktop,387,4901.000,107962
Desktop,385,4533.000,107953
Desktop,380,5183.000,107828
Tablet,132,5531.000,107755
Tablet,483,8459.000,107624
Mobile,396,3383.000,107172
Mobile,495,4688.000,107166
Tablet,485,8432.500,107016
Desktop,413,4847.000,107007
Tablet,211,6851.000,106995
Mobile,486,4214.000,106893
Desktop,315,4629.000,106862
Desktop,322,4933.500,106788
Mobile,291,4417.000,106723
Mobile,506,4853.000,106668
Desktop,425,5135.000,106488
Mobile,475,4328.000,106294
Mobile,510,4130.000,106109
Desktop,302,4784.000,105920
Desktop,552,5244.000,105751
Desktop,419,4499.000,105176
Mobile,395,3649.000,105125
Desktop,367,4932.000,104996
Tablet,186,5482.000,104912
Tablet,478,9412.000,104748
Mobile,499,3897.000,104498
Mobile,539,4146.000,104209
Mobile,309,3893.000,104171
Desktop,366,4767.000,104128
Desktop,420,4690.000,104101
Mobile,505,5152.000,104077
Desktop,426,5388.000,103852
Mobile,321,4484.000,103675
Desktop,383,4686.000,103569
Mobile,461,3392.000,103276
Mobile,543,4746.000,103080
Tablet,489,8517.000,103004
Desktop,374,5106.000,102745
Desktop,384,4731.000,102700
Desktop,393,4448.000,102571
Mobile,498,3750.000,102420
Desktop,378,5006.000,102348
Desktop,397,4576.000,102072
Tablet,474,9792.000,102040
Desktop,375,5170.000,101792
Desktop,396,4436.000,101446
Tablet,455,7603.000,101156
Tablet,498,8160.000,100979
Desktop,368,4742.000,100963
Tablet,138,5074.000,100820
Desktop,391,4480.000,100736
Desktop,390,4407.000,100441
Desktop,415,4587.000,100360
Mobile,611,5327.000,100275
Mobile,487,5292.000,99804
Tablet,453,7407.000,99790
Desktop,583,4404.000,99789
Desktop,382,4977.000,99643
Mobile,548,4251.000,99557
Desktop,381,5161.000,99533
Mobile,360,3222.000,99482
Desktop,568,4843.000,99378
Desktop,422,5047.000,99067
Desktop,372,4867.000,99043
Desktop,376,4826.000,99038
Desktop,417,4658.000,98940
Mobile,577,5621.000,98899
Desktop,548,4504.000,98823
Mobile,603,4667.000,98817
Desktop,427,5421.000,98727
Desktop,586,5845.000,98417
Tablet,131,5577.000,98257
Mobile,502,4689.000,98170
Tablet,210,6499.000,98059
Desktop,416,4720.000,97958
Desktop,377,4902.500,97840
Desktop,404,4688.000,97838
Mobile,606,5231.000,97816
Tablet,481,9248.000,97713
Desktop,392,4549.000,97700
Tablet,458,8628.000,97625
Tablet,133,5497.000,97464
Desktop,373,4867.000,97096
Mobile,522,6048.000,97075
Tablet,450,7817.000,97016
Mobile,300,4522.000,96961
Desktop,409,4463.000,96917
Desktop,572,4698.000,96873
Desktop,408,4572.000,96679
Desktop,3264,4500.000,96569
Desktop,555,4550.000,96279
Desktop,406,4716.000,96243
Mobile,393,3292.000,96216
Tablet,492,9501.000,96193
Desktop,410,4861.000,96087
Mobile,518,5338.000,96049
Desktop,547,4625.000,95928
Desktop,421,5079.000,95885
Mobile,484,5530.500,95874
Tablet,459,9538.500,95616
Mobile,471,5942.000,95231
Mobile,558,4955.000,95075
Desktop,542,4516.000,95046
Mobile,296,4269.000,95045
Desktop,584,4652.000,94397
Tablet,451,8307.000,94040
Tablet,212,6179.000,93996
Mobile,623,4620.500,93936
Tablet,217,6933.000,93865
Mobile,542,5028.000,93854
Mobile,315,4115.000,93789
Tablet,487,8596.000,93703
Desktop,562,4499.000,93567
Desktop,403,4664.000,93369
Mobile,490,5192.000,93355
Mobile,514,5482.000,93017
Mobile,298,4534.000,92961
Desktop,588,4476.000,92848
Tablet,191,6756.000,92818
Desktop,407,4760.000,92795
Tablet,457,9226.000,92529
Tablet,220,7224.000,92524
Mobile,540,5399.000,92497
Tablet,136,5435.500,92350
Mobile,411,3999.000,91799
Desktop,567,4785.000,91486
Desktop,544,4242.000,91323
Desktop,549,4945.000,91244
Tablet,167,7254.000,91233
Mobile,468,5523.000,90698
Desktop,423,5416.000,90660
Desktop,574,5732.000,90413
Tablet,192,8363.500,90130
Mobile,480,4411.000,89910
Tablet,495,9185.000,89909
Desktop,589,3876.000,89690
Desktop,581,5728.000,89688
Tablet,196,7578.500,89662
Desktop,411,5129.000,89464
Mobile,394,3639.000,89407
Mobile,578,5389.000,89344
Tablet,456,8369.000,89156
Desktop,570,5921.500,89116
Tablet,135,5379.000,89113
Mobile,573,5961.000,89039
Mobile,481,4887.000,88890
Desktop,558,5602.000,88789
Mobile,294,4153.000,88760
Mobile,496,5906.000,88475
Tablet,449,8604.000,88452
Mobile,504,5564.000,88359
Mobile,500,4666.500,88180
Tablet,134,5513.000,87919
Mobile,516,5129.000,87659
Mobile,501,3860.000,87593
Mobile,311,3501.000,87503
Mobile,292,4356.000,87469
Mobile,560,5713.000,87442
Desktop,543,4529.000,87429
Mobile,420,3515.000,87377
Mobile,474,4673.000,87372
Mobile,551,6775.000,87289
Mobile,604,4923.000,87200
Tablet,504,6963.000,87140
Mobile,302,4981.000,87081
Tablet,137,5442.000,87042
Tablet,488,9294.000,86967
Mobile,365,3564.000,86743
Mobile,557,5018.000,86714
Tablet,452,8508.000,86311
Tablet,493,9493.000,86130
Desktop,412,4895.000,86081
Mobile,601,4877.000,86023
Mobile,406,3844.000,85845
Mobile,509,4943.000,85695
Desktop,587,4991.000,85485
Mobile,553,5678.000,85436
Mobile,541,5285.000,85178
Mobile,421,3461.000,85096
Mobile,608,5169.000,85082
Tablet,144,4906.000,84564
Mobile,515,3639.000,84331
Mobile,517,4672.000,84057
Tablet,509,4954.000,83962
Mobile,612,4307.000,83801
Mobile,567,5393.000,83743
Tablet,542,4429.000,83722
Mobile,497,5084.000,83690
Desktop,563,4337.000,83654
Mobile,313,3397.000,83487
Desktop,582,5123.000,83338
Desktop,573,5671.000,83007
Mobile,305,4206.000,82930
Mobile,314,3411.000,82915
Mobile,570,4970.000,82860
Tablet,505,6702.000,82468
Mobile,581,4117.000,82457
Tablet,139,5687.000,82398
Mobile,459,3979.000,81969
Mobile,552,6839.000,81962
Mobile,521,5879.000,81885
Mobile,598,4814.000,81571
Tablet,447,9062.000,81556
Mobile,599,5188.000,81268
Mobile,466,5800.000,81265
Tablet,209,6009.500,81206
Mobile,508,4757.000,81142
Mobile,317,4264.000,80840
Tablet,500,8541.000,80778
Mobile,531,3936.000,80723
Desktop,579,5444.000,80639
Tablet,443,7553.000,80616
Desktop,556,5084.000,80616
Mobile,538,6025.000,80508
Desktop,545,4494.000,80454
Tablet,496,9804.000,80333
Tablet,507,6383.000,80206
Desktop,550,5169.000,80083
Tablet,171,5400.000,80003
Mobile,607,4478.500,79854
Desktop,593,5065.000,79813
Mobile,319,4461.000,79487
Desktop,571,5499.000,79456
Desktop,590,4445.000,79247
Mobile,465,4390.000,79215
Mobile,418,3385.000,79157
Mobile,364,3352.000,79012
Desktop,551,5376.000,78882
Desktop,585,5541.000,78847
Tablet,188,6284.000,78718
Tablet,494,9121.000,78686
Tablet,156,5931.000,78659
Tablet,142,5283.500,78590
Tablet,145,5059.000,78501
Mobile,482,4682.000,78188
Mobile,602,5452.500,78158
Mobile,392,3362.000,78013
Tablet,216,6396.000,77958
Mobile,400,4073.000,77766
Tablet,165,5416.000,77563
Mobile,460,3550.000,77482
Tablet,140,5053.000,77419
Mobile,550,5938.000,77373
Tablet,213,5937.000,77284
Tablet,215,6499.000,77153
Mobile,535,4771.000,77142
Tablet,195,7004.000,77073
Mobile,451,4227.000,77058
Mobile,513,5384.000,76998
Tablet,445,8882.000,76943
Tablet,141,5408.000,76829
Tablet,219,6398.000,76785
Desktop,566,5436.000,76734
Mobile,376,3705.000,76550
Desktop,557,5594.000,76390
Tablet,163,5809.000,76267
Tablet,506,7295.000,76227
Mobile,357,3421.000,76201
Tablet,446,9526.000,76048
Mobile,519,6903.000,76041
Mobile,617,5722.000,75990
Tablet,221,6863.000,75939
Mobile,450,4158.000,75837
Mobile,307,3584.000,75810
Tablet,197,6492.500,75768
Desktop,565,4946.500,75758
Tablet,448,10070.000,75634
Mobile,464,4138.000,75567
Tablet,190,5911.000,75430
Tablet,503,8360.000,75394
Tablet,198,7069.500,75154
Desktop,546,4749.000,75143
Tablet,143,5352.000,75056
Mobile,582,4430.000,74777
Tablet,499,9469.000,74720
Tablet,193,7192.000,74631
Mobile,525,6029.000,74621
Tablet,497,9046.500,74304
Mobile,363,3270.000,74253
Mobile,575,5818.000,74186
Tablet,148,4915.000,74005
Mobile,444,3653.000,73937
Mobile,566,5140.000,73874
Mobile,328,4130.000,73856
Desktop,580,5376.000,73844
Mobile,467,4622.000,73760
Tablet,208,5905.000,73650
Desktop,561,4885.000,73649
Tablet,159,5854.500,73636
Desktop,2123,4556.000,73587
Tablet,173,5856.000,73537
Tablet,444,8783.000,73436
Tablet,147,5526.000,73150
Mobile,403,3763.000,73087
Mobile,401,3847.000,73075
Mobile,549,5508.000,72997
Desktop,601,3685.000,72946
Mobile,402,3940.000,72942
Mobile,410,4078.000,72765
Mobile,478,5997.000,72585
Tablet,161,5347.500,72560
Mobile,529,5409.000,72404
Mobile,308,3868.000,72194
Mobile,563,5640.000,72189
Mobile,533,5871.000,72173
Mobile,409,4511.000,72164
Mobile,472,4650.000,72065
Mobile,569,4889.000,71976
Mobile,312,3536.000,71971
Tablet,239,5754.000,71937
Mobile,369,3767.000,71868
Desktop,3275,4472.000,71804
Mobile,385,3872.000,71791
Mobile,316,3929.000,71751
Mobile,389,3803.000,71172
Mobile,405,4337.000,70965
Mobile,589,4787.000,70775
Mobile,437,3821.000,70756
Mobile,310,3916.000,70668
Desktop,559,5240.000,70554
Mobile,324,3507.000,70334
Tablet,189,6638.000,70180
Tablet,175,6070.000,70148
Tablet,442,8963.000,69784
Tablet,264,6768.000,69745
Desktop,578,5245.000,69534
Tablet,169,6297.000,69390
Tablet,508,5608.000,69293
Desktop,595,4395.000,69092
Desktop,564,4885.000,69047
Mobile,453,4623.000,68804
Mobile,359,3576.000,68591
Desktop,560,5110.500,68288
Mobile,306,3631.000,68193
Tablet,149,5292.000,68073
Mobile,417,3990.000,67998
Mobile,337,3440.000,67867
Desktop,592,4769.000,67752
Mobile,362,3249.000,67538
Tablet,177,5898.000,67524
Tablet,178,6744.500,67402
Desktop,594,4920.000,67241
Mobile,372,3549.000,67103
Mobile,488,5944.000,67007
Mobile,377,3797.000,67006
Mobile,571,5182.500,66984
Tablet,194,7110.000,66955
Mobile,303,4088.000,66944
Tablet,151,5041.000,66895
Tablet,441,8811.500,66880
Tablet,230,5671.000,66817
Tablet,170,6399.000,66773
Tablet,174,5469.000,66759
Tablet,150,5105.000,66506
Mobile,614,5360.000,66492
Mobile,583,5907.500,66450
Mobile,415,4630.000,66429
Tablet,231,5586.000,66415
Tablet,253,6153.000,66192
Mobile,458,4502.000,65924
Mobile,454,4200.000,65869
Mobile,339,3576.000,65824
Tablet,437,8197.000,65625
Desktop,591,5031.000,65301
Tablet,146,5275.000,65297
Tablet,172,6478.500,65208
Mobile,378,3358.000,65198
Desktop,2113,3609.000,65143
Mobile,610,6292.000,65092
Mobile,597,4522.000,65086
Tablet,435,5569.000,64950
Tablet,272,6434.000,64942
Mobile,528,4363.000,64930
Mobile,565,6028.000,64641
Mobile,562,5324.000,64327
Mobile,572,4735.000,64267
Mobile,456,4307.000,64200
Mobile,452,4169.000,64016
Tablet,184,5421.000,63954
Mobile,446,5790.000,63946
Tablet,234,6237.000,63939
Tablet,214,5952.000,63789
Mobile,457,3692.000,63561
Tablet,218,6610.000,63364
Tablet,255,5995.000,63206
Mobile,440,3475.000,63092
Mobile,322,3832.000,63072
Mobile,561,6703.500,62966
Mobile,462,5748.000,62467
Tablet,537,6605.000,62435
Mobile,373,3740.000,62395
Tablet,157,5273.500,62136
Mobile,356,3461.000,61964
Mobile,605,6207.000,61962
Mobile,386,3681.000,61586
Mobile,479,5272.000,61217
Mobile,427,3410.000,61098
Tablet,185,5926.000,60837
Tablet,502,9633.000,60753
Mobile,318,3907.000,60723
Tablet,235,5982.500,60584
Mobile,537,5263.000,60575
Tablet,183,5596.000,60491
Desktop,2125,3642.000,60361
Tablet,166,6656.000,60299
Mobile,368,3830.000,60202
Mobile,387,3880.000,60118
Mobile,526,5169.000,60088
Mobile,413,4775.000,60002
Mobile,354,3493.000,59909
Tablet,207,5805.000,59852
Tablet,164,5911.000,59813
Tablet,176,5887.000,59792
Tablet,152,5565.000,59695
Tablet,153,5689.000,59592
Mobile,609,5715.000,59292
Mobile,449,5505.500,59216
Tablet,440,9073.000,59190
Tablet,266,6087.000,59165
Mobile,600,5516.000,59058
Mobile,382,3818.000,59035
Tablet,251,6064.000,58524
Tablet,237,6022.000,58501
Mobile,425,3665.000,58495
Tablet,199,7067.000,58475
Mobile,447,4108.000,58423
Tablet,229,5743.000,58301
Tablet,155,5099.000,58249
Tablet,436,6989.500,58246
Mobile,586,4691.000,58213
Mobile,379,3936.000,58140
Tablet,512,5871.000,58125
Tablet,516,4943.000,57950
Mobile,615,4372.000,57914
Tablet,238,5482.000,57875
Mobile,340,3356.000,57821
Mobile,469,6046.000,57672
Mobile,404,4340.000,57619
Mobile,334,4625.000,57589
Tablet,284,6669.000,57521
Mobile,383,3892.000,57476
Tablet,168,6167.000,57400
Mobile,536,5197.000,57336
Mobile,523,6960.000,57321
Tablet,258,6492.500,57316
Mobile,391,4346.500,57212
Tablet,438,7791.000,56986
Desktop,596,4446.000,56942
Mobile,381,3839.000,56774
Tablet,228,5765.000,56740
Mobile,568,5277.000,56713
Tablet,160,6262.000,56707
Mobile,325,3803.000,56688
Tablet,162,6120.000,56595
Tablet,232,5430.000,56553
Tablet,154,5850.000,56483
Mobile,618,5004.000,56318
Tablet,200,6867.000,56153
Mobile,338,3440.000,56096
Tablet,206,6226.000,56017
Desktop,600,4351.000,55992
Mobile,419,4780.000,55924
Tablet,529,5022.000,55922
Mobile,442,3779.000,55885
Tablet,252,5291.000,55803
Tablet,205,5536.000,55736
Mobile,584,5347.000,55724
Mobile,331,4008.000,55689
Desktop,599,4265.000,55345
Mobile,408,5247.000,55294
Tablet,534,5843.000,55286
Tablet,577,4823.000,55264
Mobile,407,4561.000,55136
Mobile,412,5381.000,55017
Mobile,532,6291.000,54988
Tablet,256,6217.000,54785
Mobile,384,4219.000,54632
Tablet,439,9041.000,54337
Mobile,358,3453.000,54217
Mobile,559,8238.000,54159
Tablet,273,4889.000,54003
Tablet,246,5654.000,53923
Mobile,527,5509.000,53878
Tablet,179,5492.500,53760
Desktop,597,4767.000,53756
Mobile,416,4699.000,53687
Tablet,543,4269.000,53670
Tablet,540,4974.000,53587
Mobile,323,3945.500,53474
Mobile,353,3636.000,53329
Tablet,203,6310.000,53198
Mobile,443,4482.000,53109
Mobile,544,5758.000,53079
Mobile,625,5754.000,53075
Mobile,344,3439.000,53027
Tablet,520,6094.000,52695
Mobile,555,5728.000,52610
Mobile,547,6369.000,52481
Tablet,510,7504.000,52336
Mobile,463,4666.500,52052
Tablet,244,5662.000,52010
Mobile,414,5756.000,51940
Tablet,290,5818.000,51918
Tablet,289,3855.000,51752
Tablet,182,5924.500,51672
Mobile,380,4697.000,51648
Mobile,352,3706.000,51451
Tablet,564,4486.000,51376
Tablet,233,5274.000,51288
Mobile,333,4175.000,51267
Tablet,250,5973.000,51226
Mobile,620,4273.000,51122
Tablet,432,6676.000,50510
Tablet,511,7025.000,50451
Tablet,247,4874.000,50436
Desktop,605,5691.000,50285
Tablet,226,5189.000,50110
Mobile,390,4317.000,50095
Tablet,522,6106.000,50091
Desktop,606,5429.000,49997
Tablet,263,5959.000,49938
Tablet,267,5238.000,49871
Mobile,613,4088.000,49864
Mobile,330,3751.000,49820
Mobile,329,4126.000,49756
Tablet,181,5814.000,49720
Tablet,180,5680.000,49626
Tablet,283,6009.000,49497
Mobile,335,3743.000,49484
Tablet,227,5162.000,49391
Tablet,254,5492.000,49237
Mobile,588,4048.000,48875
Mobile,470,6574.000,48864
Tablet,243,5230.000,48839
Mobile,327,3880.000,48675
Mobile,624,5761.000,48620
Mobile,587,5539.000,48564
Tablet,420,4259.000,48541
Mobile,619,5494.000,48517
Mobile,351,3639.000,48448
Tablet,201,6290.000,48367
Tablet,265,6174.000,48167
Desktop,598,4617.000,48114
Tablet,257,6295.000,48054
Tablet,514,7008.000,48036
Mobile,336,3543.000,47988
Mobile,366,4889.000,47931
Mobile,388,4529.500,47770
Tablet,223,5621.000,47632
Tablet,240,5848.000,47606
Tablet,202,6237.000,47405
Mobile,585,6651.000,47243
Tablet,399,4125.000,47105
Tablet,535,5430.500,47048
Mobile,430,5096.000,46979
Tablet,434,8701.000,46927
Tablet,517,7131.000,46919
Tablet,204,5825.000,46687
Tablet,582,4335.000,46676
Mobile,590,5075.000,46600
Mobile,428,5441.500,46520
Mobile,593,6177.000,46477
Mobile,326,4000.000,46383
Tablet,400,4299.000,46344
Tablet,406,4272.000,46293
Mobile,355,3908.000,46287
Mobile,343,3635.000,46260
Tablet,236,5555.000,46105
Mobile,350,3974.000,46052
Mobile,433,6295.000,46001
Tablet,268,5220.000,45924
Tablet,515,7000.000,45879
Desktop,628,4944.000,45695
Tablet,541,5277.000,45630
Mobile,626,5123.500,45512
Mobile,424,4372.000,45453
Mobile,342,3703.000,45381
Mobile,580,8119.000,45341
Desktop,614,5322.000,45326
Mobile,371,4923.000,45146
Tablet,513,7197.000,45114
Tablet,521,4252.000,44899
Mobile,374,4640.000,44833
Mobile,370,4331.000,44625
Tablet,222,5946.000,44261
Tablet,398,4347.000,44254
Tablet,241,5208.500,44066
Tablet,262,6158.000,43992
Tablet,281,5442.000,43839
Tablet,430,7974.000,43804
Desktop,603,5493.000,43786
Tablet,224,5135.000,43558
Tablet,259,5293.500,43516
Tablet,528,5663.000,43506
Tablet,225,5456.000,43220
Tablet,242,5288.000,42998
Mobile,429,4084.000,42956
Mobile,347,4041.000,42780
Tablet,248,4890.000,42624
Tablet,396,4692.000,42585
Mobile,439,4374.000,42414
Desktop,604,5405.000,42190
Tablet,293,6020.000,42179
Mobile,367,4758.000,42160
Mobile,341,3929.000,42055
Tablet,260,5654.000,41918
Tablet,393,4651.000,41842
Tablet,392,4640.000,41763
Desktop,602,5405.000,41721
Tablet,429,6228.000,41591
Mobile,432,5100.000,41565
Mobile,594,5308.000,41547
Desktop,3269,5787.000,41365
Tablet,287,5209.000,41245
Tablet,530,5945.000,41045
Tablet,632,5465.500,40962
Mobile,332,4417.000,40910
Tablet,524,7053.000,40785
Tablet,433,8178.000,40744
Tablet,560,4574.000,40559
Tablet,533,5935.000,40497
Tablet,288,4599.000,40492
Tablet,249,4631.000,40462
Tablet,422,4911.000,40387
Mobile,534,8224.500,40340
Tablet,1186,3805.000,40288
Tablet,532,6933.000,40213
Mobile,627,5101.000,40049
Tablet,245,5084.000,40010
Mobile,375,5021.000,40005
Tablet,578,4137.000,39997
Tablet,401,3812.000,39962
Tablet,431,8880.500,39848
Tablet,339,5482.500,39568
Desktop,626,4873.000,39521
Tablet,275,4855.000,39454
Mobile,345,4475.000,39447
Mobile,348,3839.000,39402
Tablet,391,4784.000,39368
Mobile,438,5617.000,39295
Tablet,277,5757.000,39265
Mobile,441,5605.500,39226
Tablet,402,4339.500,39178
Tablet,527,7123.000,39171
Tablet,286,5109.000,39110
Tablet,405,5365.500,38844
Mobile,448,5275.000,38779
Tablet,334,5951.000,38648
Tablet,424,5003.500,38576
Tablet,394,5102.000,38554
Tablet,418,5738.000,38521
Desktop,624,4822.500,38488
Desktop,617,4787.000,38475
Desktop,633,5846.000,38399
Tablet,340,5106.000,38310
Desktop,625,4768.000,38215
Mobile,422,4797.000,38196
Mobile,349,4175.000,38063
Tablet,590,5691.500,37954
Tablet,301,6048.000,37925
Mobile,346,4160.000,37768
Tablet,593,4703.000,37738
Mobile,596,5865.500,37726
Tablet,285,4837.000,37663
Mobile,445,5530.000,37638
Tablet,261,4848.000,37374
Tablet,335,5447.500,37368
Tablet,299,4607.000,36947
Tablet,368,4114.000,36898
Tablet,428,8173.000,36769
Desktop,620,4647.000,36670
Tablet,361,4546.000,36652
Tablet,526,5815.000,36305
Tablet,359,4507.000,36266
Tablet,271,5339.000,36240
Tablet,395,4996.000,36033
Mobile,591,5277.000,35965
